Postagem,Funcionalidade,Tipo,Sentimento,Intenção,Facetas de Usabilidade,Facetas de UX
Top dos Tops!!!Amei!!!☝️☝️☝️,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo! !,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Estou adorando o aplicativo, é um excelente motivador!",,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
Muito bom pena que os recursos bons sao pagos mas muito bom,Recursos pagos,Elogio,Positiva,Visceral,Satisfação,Satisfação
Útil,,Elogio,Positiva,Visceral,"Utilidade , Satisfação",Satisfação
Porém se vc quiser seguir uma dieta flexivel com este app vai ter que pagar pelo pacote premium,Dieta flexível,Elogio,Neutra,Reflexiva,Utilidade,
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, até agora perdi 4 quilos com o auxílio dele",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Gostei do oferecido para ajudarme a atingir o meu objetivo,,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação"
Não consigo me registrar no app,Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
Excelente app pra controlar seus macros,Controle de macros,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação"
Show,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ele é muito bom, agora preciso ver se ele vai me dar resultados",,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Confiança"
Super mega ultra apropriado,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Erro ao registrar,Cadastro do usuário,Crítica,Negativa,Comportamental,Utilidade,
Ótimo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Um bom App para auxiliar na perda de peso,,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação"
"A integração com o Garmin é um bom recurso, tornando ele mais funcional",Integração com Garmin,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
"Mt bom p quem tá afim d perder peso, recomendo d+",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O App tem ajudado no cumprimento das metas,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Excelente da pra usar o leitor de códigos de barras para que ele informe os macros do alimento,Leitor de código de barras,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
"Para uso 100% dos recursos do aplicativo é necessário pagar, mas mesmo assim o aplicativo não perde a qualidade, pelo contrário",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Excelente APP, recomendo a todos, muito completo e fácil",,Elogio,Positiva,Reflexiva,"Aprendizado, Eficiência, Satisfação",Satisfação
Precisa melhorar a parte dos exercícios e queima dr calorias por atividade física,Exercícios e queima de calorias por atividade física,Crítica,Negativa,Reflexiva,Utilidade,
Excelente!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom de grande ajuda,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bastante prático,,Elogio,Positiva,Visceral," Aprendizado , Satisfação",Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Mas toda hora fica travando e o app fecha,App travando,Crítica,Negativa,Reflexiva,Eficiência,
"Muito bom, me ajuda demais",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Excelente app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ainda não usei todas as ferramentas, mas é fácil de usar e bom!",,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação",Satisfação
"Muito bom, ajuda muito na dieta",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Muito bom, mas se os macros fossem acessíveis sem pagar, seria muito melhor!",/ Controlar macros sem pagar,Elogio / Sugestão,Positiva,Reflexiva,Satisfação / Utilidade,Satisfação / 
"Ótimo app onde podemos acompanhar as calorias, nutrientes e macros",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Otimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Maravilhoso!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Adorando!!!!!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Consigo controlar minhas refeições, ficando sempre dentro da meta que estabeleci",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
O app ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Adorei! Estou emagrecendo sem descuidar do que o organismo precisa!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ta mudando minha vida!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Me ajuda muito a controlar a alimentação separando os macronutrientes,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom para contar macros, dieta flexível",Contagem de macros,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Sensacional!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente no auxílio a alimentação correta e quantidades corretas das porções das refeições,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Ótimo para emagrecimento!,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Perfeito, falta ter mais opções para os treinos de musculação (gastos de calorias)",Opções para treinas de musculação,Elogio / Crítica,Neutra,Reflexiva,Satisfação / Utilidade,Satisfação / 
Vale apena!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não pega pra menores de 18,Idade permitida,Crítica,Neutra,Comportamental,Utilidade,
"App muito bom, uso a pouco tempo mas já vi resultados",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Engajamento"
Amei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ok,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gosto mt desse app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ótimo aplicativo para monitorar os macros e calorias, assim fica muito mais fácil controlar a dieta, seguindo as metas",Monitorar macros e calorias,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Super recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Trava várias vezes,App travando,Crítica,Negativa,Comportamental,Eficiência,
mesmo assim gosto de usar,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ameeeei! Super prático,,Elogio,Positiva,Visceral,"Aprendizado, Satisfação",Satisfação
"É um ótimo app, mas está travando sempre que acesso o menu ""Progresso""",Progresso,Elogio / Crítica,Neutra,Reflexiva,Satisfação / Eficácia,Satisfação / 
Muito bom pra quem quer controlar seus macros,Controlar macros,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Eu estou adorando muito bom, vc consegue acompanhar sua alimentação e manter a forma,a única coisa desfavorável e que as ideias de alimentos estão em inglês",Acompanhar alimentação / Ideias de alimentos em inglês,Elogio / Crítica,Neutra,Reflexiva,Satisfação / Utilidade,Satisfação / Frustração
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tem muito no que melhorar para nós,,Crítica,Neutra,Reflexiva,Utilidade,
"Aplicativo simples e objetivo, fácil de usar e de bom entendimento, recomendo",,Elogio,Positiva,Reflexiva,"Aprendizado, Utilidade, Satisfação",Satisfação
O melhor AP q já vi,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Amo esse app!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Para já está muito bom! Só falta mesmo testar os recursos premium,,Elogio,Positiva,Visceral,Satisfação,Satisfação
De resto é um app extremamente útil! Podem usar sem medo,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Show,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Adorei esse aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ele ajuda muito na contagem de calorias e te lembra de registrar sempre que vc esquecer,"Contagem de calorias, Alerta de registro",Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
"Fala como anda suas vítimas, proteínas e carboidratos","Relatório de vitaminas, proteínas e carboidratos",Elogio,Neutra,Comportamental,Utilidade,
Amei e recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Seguindo ele certinho da pra emagrecer sim!,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Mto bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom o app, creio que seja o melhor, parabéns aos desenvolvedores",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tem auxiliado no meu controle calórico,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Não permite que eu entre ou me inscreva aparece uma mensagem de erro,Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
"Eu gostei na parte de nutricao, mais no quesito treino, achei fraco",Nutrição / Treino,Elogio / Crítica,Neutra,Reflexiva,Satisfação / Utilidade,Satisfação / Frustração
Podia ter musculacao moderada e avancaçada,Musculação moderada e avançada,Sugestão,Negativa,Reflexiva,Utilidade,
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Para o meu propósito é bom pois eu uso para contar meus macros e controlar minha alimentação,Contar macros e controlar alimentação,Elogio,Positiva,Reflexiva,"Eficácia, Satisfação","Satisfação, Motivação"
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não consigo cadastrar no meu email e nem na conta facebook, diz que o email e inválido",Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
Gostei muito da contagem de calorias e das listagens de alimentos e exercícios que ele apresenta,"Contagem de calorias, Listagem de alimentos e exercícios",Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Simplesmente não faz cadastro, diz que não é possível",Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
A versão de avaliação gratuita me ajuda muito,Versão gratuita,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito útil para manter um diário alimentar e de exercício físico actualizado,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Por que menores de idade ñ podem se cadastrar? Seria bom se pudesse,Idade permitida,Dúvida,Neutra,Reflexiva,Utilidade,
Topzeira,,Elogio,Positiva,Visceral,Satisfação,Satisfação
App muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Só poderia ter a parte dos macros sem precisar pagar, mas o app ajuda bastante a controlar os macros e as calorias",Controle de macros paga,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
"E o bom é que você mesmo pode personalizar as calorias ingeridas e dividir os macros, caso não queira seguir o recomendado pelo app",Personalizar calorias ingeridas,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Não funciona o progresso,Progresso,Crítica,Neutra,Comportamental,Eficácia,
Toda vez que entro em progresso trava meu celular,Progresso,Crítica,Negativa,Reflexiva,Eficiência,Frustração
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Faz tempo que uso e ajuda muito!!!,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Engajamento"
"Muito bom para acompahar calorias,mas tem q ficar atento pois alguns valores nao correspondem ao valor correto do alimento",Acompanhar calorias,Elogio / Crítica,Neutra,Reflexiva,"Satisfação, Utilidade / Segurança",Satisfação / Confiança
Adorei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom recomendo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O Melhor aplicativo de base alimentar que ja utilizei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, bem completo",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Mas como todo programa pago, tem algumas limitaçoes que só os premiums podem acessar",,Crítica,Negativa,Reflexiva,Utilidade,
"Não esta funcionado o menu progresso, ao entrar o aplicativo trava",Progresso,Crítica,Negativa,Comportamental,Eficácia,
Auxiliador,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Pessimo,,Crítica,Negativa,Visceral,,Frustração
O problema com os gráficos de progresso continua,Progresso,Crítica,Negativa,Comportamental,Eficácia,
"App incrível, muito útil para somar os macros e micros na dieta",Somar macros e micros na dieta,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Boa,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente aplicativo! Uso mais que o WhatsApp!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O bug que fecha o app está atrapalhando o uso isso desestimula,Bug que fecha o app,Crítica,Negativa,Reflexiva,Utilidade,Frustração
Bem simples e prático,,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação",Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Trava demais,App travando,Crítica,Negativa,Visceral,Eficiência,
"É um bom app, mas tem vários bugs que comprometem a sua qualidade",,Crítica,Neutra,Reflexiva,Utilidade,Frustração
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Seguindo os passos que o app envia, é possível emagrecer sim, gosto demais!!",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Não dá para criar uma conta,Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
App excelente para manutenção e controle de uma dieta saudável e flexível,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Eu vou me cadastrar e n abre sempre fica dizendo q n foi possível se cadastrar,Cadastro do usuário,Crítica,Negativa,Comportamental,Eficácia,
Maravilhoso diário para controle calórico!,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
Me ajuda muito no dia a dia,,Elogio,Positiva,Visceral,Satisfação,Satisfação
gosto muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
De grande auxílio para bater os macros,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"A idéia é otima mas ja faz um tempão que estou esperando consertarem o bug da aba de progresso, tá demorando demais",Progresso,Crítica,Negativa,Reflexiva,Eficácia,Suporte
Amando esse APP muito funcional,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Parabéns!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom para termos parâmetros sobre nossa alimentação, assim podemos adequar melhor uma dieta balanceada",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom para controlar as calorias consumidas,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Motivação"
"Péssimo, trava e não consigo registrar",Cadastro de usuário,Crítica,Negativa,Comportamental,Eficácia,
"O app até um ano atrás era excelente, porém após atualizações esta cheio de bug",,Crítica,Negativa,Reflexiva,Eficácia,Engajamento
"Progresso de peso não funciona, cheio fe propaganda, não sincronizza os treinos e nem registra peso","Progresso, sincronia de treinos, registro de peso",Crítica,Negativa,Reflexiva,Eficácia,
Esta horrível,,Crítica,Negativa,Visceral,,Frustração
O meu fecha quando eu coloco minha data de nascimento,Cadastro de usuário,Crítica,Neutra,Comportamental,Eficácia,
Não estou conseguindo me cadastrar da erro quando ensiro a idade,Cadastro de usuário,Crítica,Neutra,Comportamental,Eficácia,
